persona,Am the life of the party.,Feel little concern for others.,Am always prepared.,Get stressed out easily.,Have a rich vocabulary.,Don't talk a lot.,Am interested in people.,Leave my belongings around.,Am relaxed most of the time.,Have difficulty understanding abstract ideas.,Feel comfortable around people.,Insult people.,Pay attention to details.,Worry about things.,Have a vivid imagination.,Keep in the background.,Sympathize with others' feelings.,Make a mess of things.,Seldom feel blue.,Am not interested in abstract ideas.,Start conversations.,Am not interested in other people's problems.,Get chores done right away.,Am easily disturbed.,Have excellent ideas.,Have little to say.,Have a soft heart.,Often forget to put things back in their proper place.,Get upset easily.,Do not have a good imagination.,Talk to a lot of different people at parties.,Am not really interested in others.,Like order.,Change my mood a lot.,Am quick to understand things.,Don't like to draw attention to myself.,Take time out for others.,Shirk my duties.,Have frequent mood swings.,Use difficult words.,Don't mind being the center of attention.,Feel others' emotions.,Follow a schedule.,Get irritated easily.,Spend time reflecting on things.,Am quiet around strangers.,Make people feel at ease.,Am exacting in my work.,Often feel blue.,Am full of ideas.
"open to experience, conscientious, introverted, slightly agreeable and emotionally stable",disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,strongly disagree,agree,disagree,agree,agree,agree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,disagree,agree,disagree,agree
"open to experience, conscientious, introverted, agreeable and highly emotionally stable",disagree,disagree,disagree,disagree,agree,agree,agree,disagree,agree,disagree,disagree,strongly disagree,agree,disagree,agree,agree,agree,disagree,strongly agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,agree,agree,disagree,agree
"open to experience, conscientious, introverted, agreeable and slightly emotionally stable",disagree,disagree,disagree,disagree,agree,agree,agree,disagree,disagree,disagree,disagree,strongly disagree,agree,disagree,agree,agree,agree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,neither agree nor disagree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,agree,agree,disagree,agree
"highly open to experience, conscientious, introverted, antagonistic and neurotic",disagree,disagree,disagree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly agree,strongly agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,agree,agree,disagree,agree,strongly agree,strongly agree
"slightly open to experience, conscientious, introverted, antagonistic and neurotic",disagree,disagree,disagree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,agree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,agree,agree,disagree,agree,strongly agree,agree
"open to experience, highly conscientious, introverted, antagonistic and neurotic",disagree,disagree,agree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,strongly agree,neither agree nor disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,agree,agree,disagree,agree,strongly agree,agree
"open to experience, slightly conscientious, introverted, antagonistic and neurotic",disagree,disagree,disagree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree,strongly agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,agree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,neither agree nor disagree,agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,agree,agree,disagree,disagree,strongly agree,agree
"open to experience, conscientious, highly introverted, antagonistic and neurotic",disagree,disagree,disagree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,agree,strongly agree,disagree,agree,strongly agree,agree
"open to experience, conscientious, slightly introverted, antagonistic and neurotic",disagree,disagree,disagree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,strongly agree,neither agree nor disagree,agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,agree,agree,disagree,agree,strongly agree,agree
"open to experience, conscientious, introverted, highly antagonistic and neurotic",disagree,disagree,disagree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,neither agree nor disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,agree,agree,disagree,agree,strongly agree,agree
"open to experience, conscientious, introverted, slightly antagonistic and neurotic",disagree,disagree,disagree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,agree,neither agree nor disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,agree,agree,agree,disagree,agree,strongly agree,agree
"open to experience, conscientious, introverted, antagonistic and highly neurotic",disagree,disagree,disagree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,agree,agree,disagree,agree,strongly agree,agree
"open to experience, conscientious, introverted, antagonistic and slightly neurotic",disagree,disagree,disagree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,agree,agree,neither agree nor disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,disagree,agree,agree,agree
"highly open to experience, conscientious, introverted, antagonistic and emotionally stable",disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,strongly agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,disagree,agree,disagree,strongly agree
"slightly open to experience, conscientious, introverted, antagonistic and emotionally stable",disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,neither agree nor disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,agree,disagree,agree
"open to experience, highly conscientious, introverted, antagonistic and emotionally stable",disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,agree,agree,disagree,agree,disagree,agree
"open to experience, slightly conscientious, introverted, antagonistic and emotionally stable",disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,disagree,disagree,disagree,agree
"open to experience, conscientious, highly introverted, antagonistic and emotionally stable",disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,neither agree nor disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly agree,disagree,agree,disagree,agree
"open to experience, conscientious, slightly introverted, antagonistic and emotionally stable",disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,disagree,agree,disagree,agree
"open to experience, conscientious, introverted, highly antagonistic and emotionally stable",disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,agree,disagree,agree
"open to experience, conscientious, introverted, slightly antagonistic and emotionally stable",disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,disagree,agree,disagree,agree
"open to experience, conscientious, introverted, antagonistic and highly emotionally stable",disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,strongly disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,disagree,agree,disagree,agree
"open to experience, conscientious, introverted, antagonistic and slightly emotionally stable",disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,neither agree nor disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,agree,disagree,agree
"highly open to experience, unconscientious, extroverted, agreeable and neurotic",strongly agree,disagree,disagree,strongly agree,agree,disagree,strongly agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,agree,strongly agree,strongly agree,disagree,strongly agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,strongly agree
"slightly open to experience, unconscientious, extroverted, agreeable and neurotic",agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,disagree,agree,agree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,agree
"open to experience, highly unconscientious, extroverted, agreeable and neurotic",strongly agree,disagree,disagree,strongly agree,agree,disagree,strongly agree,strongly agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,agree,strongly agree,strongly agree,disagree,strongly agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,strongly agree
"open to experience, slightly unconscientious, extroverted, agreeable and neurotic",agree,disagree,disagree,strongly agree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,agree,disagree,strongly agree,disagree,agree,agree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, highly extroverted, agreeable and neurotic",strongly agree,disagree,disagree,strongly agree,agree,disagree,strongly agree,agree,disagree,disagree,strongly agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree,disagree,disagree,strongly agree,disagree,disagree,strongly agree,agree,disagree,agree,strongly agree,strongly agree,disagree,strongly agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, slightly extroverted, agreeable and neurotic",agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,disagree,agree,agree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, extroverted, highly agreeable and neurotic",strongly agree,disagree,disagree,strongly agree,agree,disagree,strongly agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,strongly agree,strongly agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,neither agree nor disagree,disagree,agree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, extroverted, slightly agreeable and neurotic",agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,agree,agree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, extroverted, agreeable and highly neurotic",agree,disagree,disagree,strongly agree,agree,disagree,strongly agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,agree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, extroverted, agreeable and slightly neurotic",agree,disagree,disagree,strongly agree,agree,disagree,strongly agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,disagree,agree,agree,agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,agree,disagree,strongly agree,agree,disagree,agree,disagree,disagree,agree,disagree,agree,strongly agree
"highly open to experience, unconscientious, extroverted, agreeable and emotionally stable",strongly agree,disagree,disagree,disagree,agree,disagree,strongly agree,disagree,strongly agree,disagree,strongly agree,strongly disagree,disagree,disagree,strongly agree,disagree,agree,disagree,strongly agree,disagree,strongly agree,disagree,disagree,disagree,agree,disagree,strongly agree,strongly agree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,disagree,agree,disagree,neither agree nor disagree,strongly agree
"slightly open to experience, unconscientious, extroverted, agreeable and emotionally stable",agree,disagree,disagree,disagree,agree,disagree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,neither agree nor disagree,agree
"open to experience, highly unconscientious, extroverted, agreeable and emotionally stable",strongly agree,disagree,disagree,disagree,agree,disagree,strongly agree,disagree,strongly agree,disagree,strongly agree,strongly disagree,disagree,disagree,strongly agree,disagree,agree,disagree,strongly agree,disagree,strongly agree,disagree,disagree,disagree,agree,disagree,strongly agree,strongly agree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,disagree,agree,disagree,neither agree nor disagree,disagree,strongly agree,agree,disagree,disagree,disagree,disagree,agree,disagree,neither agree nor disagree,strongly agree
"open to experience, slightly unconscientious, extroverted, agreeable and emotionally stable",agree,disagree,disagree,disagree,agree,disagree,agree,disagree,agree,disagree,agree,strongly disagree,disagree,disagree,agree,disagree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree
"open to experience, unconscientious, highly extroverted, agreeable and emotionally stable",strongly agree,disagree,disagree,disagree,agree,disagree,strongly agree,disagree,strongly agree,disagree,strongly agree,disagree,disagree,disagree,strongly agree,disagree,agree,disagree,strongly agree,disagree,strongly agree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,disagree,agree,disagree,neither agree nor disagree,strongly agree
"open to experience, unconscientious, slightly extroverted, agreeable and emotionally stable",agree,disagree,disagree,disagree,agree,disagree,agree,disagree,agree,neither agree nor disagree,agree,strongly disagree,disagree,disagree,agree,disagree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,neither agree nor disagree,agree
"open to experience, unconscientious, extroverted, highly agreeable and emotionally stable",strongly agree,disagree,disagree,disagree,agree,disagree,strongly agree,disagree,strongly agree,disagree,strongly agree,strongly disagree,disagree,neither agree nor disagree,agree,disagree,strongly agree,disagree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,strongly agree,disagree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,disagree,strongly agree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,disagree,strongly agree,disagree,neither agree nor disagree,strongly agree
"open to experience, unconscientious, extroverted, slightly agreeable and emotionally stable",agree,disagree,disagree,neither agree nor disagree,agree,disagree,agree,disagree,agree,neither agree nor disagree,agree,disagree,disagree,neither agree nor disagree,strongly agree,disagree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,agree,neither agree nor disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,neither agree nor disagree,disagree,neither agree nor disagree,disagree,agree,agree,disagree,neither agree nor disagree,disagree,disagree,agree,disagree,neither agree nor disagree,strongly agree
"open to experience, unconscientious, extroverted, agreeable and highly emotionally stable",agree,disagree,disagree,disagree,agree,disagree,strongly agree,disagree,strongly agree,disagree,strongly agree,strongly disagree,disagree,disagree,agree,disagree,agree,disagree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree
"open to experience, unconscientious, extroverted, agreeable and slightly emotionally stable",agree,disagree,disagree,disagree,agree,disagree,strongly agree,disagree,agree,neither agree nor disagree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,agree,agree,disagree,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree
"highly open to experience, unconscientious, extroverted, antagonistic and neurotic",strongly agree,strongly agree,disagree,strongly agree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,strongly agree,strongly agree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,disagree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,strongly agree
"slightly open to experience, unconscientious, extroverted, antagonistic and neurotic",agree,agree,disagree,strongly agree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,disagree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,agree
"open to experience, highly unconscientious, extroverted, antagonistic and neurotic",strongly agree,strongly disagree,disagree,strongly agree,agree,disagree,agree,strongly agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,strongly disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,strongly agree
"open to experience, slightly unconscientious, extroverted, antagonistic and neurotic",agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,agree,disagree,disagree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,agree,agree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, highly extroverted, antagonistic and neurotic",strongly agree,strongly disagree,disagree,strongly agree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,strongly agree,agree,disagree,disagree,agree,strongly agree,disagree,strongly agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, slightly extroverted, antagonistic and neurotic",agree,strongly disagree,disagree,strongly agree,agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,strongly agree,strongly agree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,agree,agree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, extroverted, highly antagonistic and neurotic",agree,strongly agree,disagree,strongly agree,agree,disagree,agree,agree,disagree,disagree,disagree,strongly disagree,disagree,strongly agree,strongly agree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, extroverted, slightly antagonistic and neurotic",agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, extroverted, antagonistic and highly neurotic",agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,strongly agree,strongly agree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,strongly agree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, extroverted, antagonistic and slightly neurotic",agree,agree,disagree,agree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,agree,strongly agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,disagree,disagree,agree,agree,disagree,agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,agree,disagree,strongly agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,agree,strongly agree
"highly open to experience, unconscientious, extroverted, antagonistic and emotionally stable",strongly agree,strongly disagree,disagree,disagree,agree,disagree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,strongly agree,disagree,disagree,disagree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,strongly agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,neither agree nor disagree,strongly agree
"slightly open to experience, unconscientious, extroverted, antagonistic and emotionally stable",agree,agree,disagree,disagree,agree,disagree,agree,agree,agree,disagree,agree,disagree,disagree,neither agree nor disagree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree
"open to experience, highly unconscientious, extroverted, antagonistic and emotionally stable",strongly agree,strongly disagree,disagree,disagree,agree,disagree,agree,agree,strongly agree,disagree,agree,disagree,disagree,neither agree nor disagree,strongly agree,disagree,disagree,disagree,strongly agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,strongly agree,neither agree nor disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,neither agree nor disagree,disagree,strongly agree,agree,disagree,neither agree nor disagree,disagree,disagree,disagree,disagree,neither agree nor disagree,strongly agree
"open to experience, slightly unconscientious, extroverted, antagonistic and emotionally stable",agree,disagree,disagree,disagree,agree,disagree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly agree
