persona,Am the life of the party.,Feel little concern for others.,Am always prepared.,Get stressed out easily.,Have a rich vocabulary.,Don't talk a lot.,Am interested in people.,Leave my belongings around.,Am relaxed most of the time.,Have difficulty understanding abstract ideas.,Feel comfortable around people.,Insult people.,Pay attention to details.,Worry about things.,Have a vivid imagination.,Keep in the background.,Sympathize with others' feelings.,Make a mess of things.,Seldom feel blue.,Am not interested in abstract ideas.,Start conversations.,Am not interested in other people's problems.,Get chores done right away.,Am easily disturbed.,Have excellent ideas.,Have little to say.,Have a soft heart.,Often forget to put things back in their proper place.,Get upset easily.,Do not have a good imagination.,Talk to a lot of different people at parties.,Am not really interested in others.,Like order.,Change my mood a lot.,Am quick to understand things.,Don't like to draw attention to myself.,Take time out for others.,Shirk my duties.,Have frequent mood swings.,Use difficult words.,Don't mind being the center of attention.,Feel others' emotions.,Follow a schedule.,Get irritated easily.,Spend time reflecting on things.,Am quiet around strangers.,Make people feel at ease.,Am exacting in my work.,Often feel blue.,Am full of ideas.
"open to experience, highly conscientious, introverted, antagonistic and neurotic",disagree,strongly agree,strongly agree,strongly agree,strongly agree,agree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,agree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,agree,strongly agree,strongly agree,agree,disagree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,agree,strongly agree,strongly agree,agree,strongly agree,disagree,strongly disagree,strongly agree,strongly agree,disagree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree
"open to experience, slightly conscientious, introverted, antagonistic and neurotic",disagree,agree,disagree,strongly agree,agree,agree,disagree,disagree,disagree,disagree,disagree,strongly agree,disagree,strongly agree,agree,strongly agree,disagree,agree,strongly disagree,strongly disagree,disagree,strongly agree,disagree,strongly agree,neither agree nor disagree,agree,disagree,agree,strongly agree,strongly disagree,strongly disagree,strongly agree,agree,strongly agree,neither agree nor disagree,agree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,disagree,disagree,strongly agree,strongly agree
"open to experience, conscientious, highly introverted, antagonistic and neurotic",strongly disagree,agree,agree,strongly agree,strongly agree,strongly agree,disagree,strongly disagree,disagree,disagree,strongly disagree,strongly agree,"statement: 'pay attention to details.'. 
strongly agree",strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly agree,agree,strongly agree,agree,agree,disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,disagree,strongly disagree,strongly agree,agree,disagree,disagree,agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree
"open to experience, conscientious, slightly introverted, antagonistic and neurotic",disagree,agree,agree,strongly agree,strongly agree,agree,disagree,disagree,strongly disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,disagree,disagree,strongly disagree,strongly disagree,disagree,agree,agree,strongly agree,agree,disagree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,agree,strongly agree,strongly agree,agree,agree,disagree,strongly disagree,strongly agree,agree,disagree,disagree,strongly agree,strongly agree,strongly agree,agree,disagree,strongly agree,strongly agree,strongly agree
"open to experience, conscientious, introverted, highly antagonistic and neurotic",strongly disagree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly agree,strongly agree,"statement: 'worry about things.'. 
strongly agree",strongly agree,agree,strongly disagree,disagree,strongly disagree,strongly disagree,disagree,strongly agree,strongly agree,strongly agree,agree,agree,strongly disagree,disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,agree,agree,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,agree,strongly agree,strongly agree,agree,disagree,strongly agree,strongly agree,strongly agree
"open to experience, conscientious, introverted, slightly antagonistic and neurotic",disagree,disagree,agree,strongly agree,strongly agree,agree,disagree,strongly disagree,disagree,strongly disagree,disagree,neither agree nor disagree,strongly agree,strongly agree,strongly agree,agree,disagree,disagree,strongly disagree,strongly disagree,disagree,disagree,agree,strongly agree,agree,disagree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,agree,strongly agree,strongly agree,agree,strongly agree,disagree,strongly disagree,strongly agree,agree,disagree,agree,strongly agree,strongly agree,strongly agree,strongly agree,"statement: 'make people feel at ease.'  
disagree",strongly agree,agree,strongly agree
"open to experience, conscientious, introverted, antagonistic and highly neurotic",disagree,disagree,disagree,strongly agree,agree,strongly agree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,"statement: 'pay attention to details.'. 
strongly agree",strongly agree,strongly agree,agree,disagree,disagree,strongly disagree,strongly disagree,disagree,strongly agree,agree,strongly agree,disagree,agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,agree,strongly agree,strongly agree,disagree,strongly agree,"statement: 'take time out for others.'. 
disagree",strongly disagree,strongly agree,agree,disagree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,agree
"open to experience, conscientious, introverted, antagonistic and slightly neurotic",disagree,agree,agree,agree,strongly agree,strongly agree,disagree,strongly disagree,disagree,disagree,disagree,agree,strongly agree,agree,strongly agree,agree,disagree,strongly disagree,agree,strongly disagree,disagree,agree,agree,disagree,agree,agree,disagree,disagree,agree,strongly disagree,disagree,agree,strongly agree,agree,agree,strongly agree,disagree,strongly disagree,disagree,agree,disagree,disagree,strongly agree,agree,strongly agree,"statement: 'am quiet around strangers.'. 
strongly agree",disagree,strongly agree,agree,agree
"highly open to experience, conscientious, introverted, antagonistic and emotionally stable",strongly disagree,strongly agree,agree,strongly disagree,strongly agree,strongly agree,disagree,strongly disagree,agree,strongly disagree,disagree,agree,strongly agree,disagree,strongly agree,agree,disagree,strongly disagree,strongly agree,strongly disagree,"statement: 'start conversations.'. 
disagree",agree,strongly agree,strongly disagree,agree,agree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,strongly disagree,strongly disagree,strongly agree,disagree,disagree,strongly agree,disagree,strongly agree,strongly agree,disagree,strongly agree,strongly disagree,strongly agree
"slightly open to experience, conscientious, introverted, antagonistic and emotionally stable",strongly disagree,agree,agree,strongly disagree,agree,strongly agree,disagree,strongly disagree,agree,disagree,disagree,agree,strongly agree,disagree,agree,agree,disagree,strongly disagree,strongly agree,disagree,disagree,agree,agree,strongly disagree,agree,disagree,disagree,strongly disagree,disagree,disagree,disagree,agree,strongly agree,strongly disagree,agree,strongly agree,disagree,disagree,strongly disagree,agree,disagree,disagree,strongly agree,disagree,strongly agree,strongly agree,disagree,strongly agree,strongly disagree,disagree
"open to experience, highly conscientious, introverted, antagonistic and emotionally stable",strongly disagree,agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,strongly disagree,agree,strongly disagree,strongly disagree,strongly agree,strongly agree,disagree,strongly agree,agree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,agree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly agree,strongly agree,disagree,agree,agree,disagree,strongly disagree,strongly disagree,agree,disagree,disagree,strongly agree,disagree,strongly agree,strongly agree,disagree,strongly agree,strongly disagree,strongly agree
"open to experience, slightly conscientious, introverted, antagonistic and emotionally stable",disagree,strongly agree,disagree,strongly disagree,strongly agree,agree,disagree,disagree,agree,disagree,disagree,strongly agree,neither agree nor disagree,disagree,agree,agree,disagree,disagree,strongly agree,strongly disagree,disagree,agree,disagree,strongly disagree,agree,agree,disagree,agree,disagree,strongly disagree,disagree,agree,neither agree nor disagree,disagree,agree,strongly agree,disagree,disagree,disagree,strongly agree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,strongly agree
"open to experience, conscientious, highly introverted, antagonistic and emotionally stable",strongly disagree,strongly agree,agree,strongly disagree,agree,strongly agree,disagree,strongly disagree,agree,strongly disagree,strongly disagree,agree,strongly agree,disagree,strongly agree,strongly agree,disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,strongly agree,agree,strongly disagree,strongly disagree,disagree,strongly disagree,disagree,strongly agree,"statement: 'like order.'. 
strongly agree",strongly disagree,agree,strongly agree,disagree,strongly disagree,strongly disagree,agree,strongly disagree,disagree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,strongly agree,disagree,strongly agree
"open to experience, conscientious, slightly introverted, antagonistic and emotionally stable",disagree,agree,agree,disagree,strongly agree,agree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,agree,strongly agree,disagree,agree,agree,disagree,strongly disagree,strongly agree,strongly disagree,neither agree nor disagree,agree,strongly agree,strongly disagree,agree,disagree,disagree,strongly disagree,disagree,strongly disagree,disagree,agree,strongly agree,strongly disagree,agree,agree,disagree,strongly disagree,strongly disagree,agree,disagree,disagree,strongly agree,strongly disagree,agree,agree,disagree,strongly agree,disagree,strongly agree
"open to experience, conscientious, introverted, highly antagonistic and emotionally stable",strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,agree,strongly disagree,strongly disagree,agree,strongly disagree,strongly disagree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly disagree,disagree,strongly agree,strongly disagree,disagree,strongly agree,strongly agree,disagree,disagree,agree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,agree,strongly agree,disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,disagree,disagree,strongly agree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly agree
"open to experience, conscientious, introverted, slightly antagonistic and emotionally stable",disagree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly disagree,agree,strongly disagree,disagree,disagree,strongly agree,disagree,strongly agree,agree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,strongly disagree,disagree,strongly disagree,disagree,agree,strongly agree,disagree,agree,strongly agree,disagree,strongly disagree,disagree,agree,disagree,disagree,strongly agree,disagree,strongly agree,strongly agree,disagree,strongly agree,strongly disagree,strongly agree
"open to experience, conscientious, introverted, antagonistic and highly emotionally stable",strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,disagree,strongly agree,strongly agree,disagree,strongly agree,agree,disagree,disagree,strongly agree,strongly disagree,disagree,agree,strongly agree,strongly disagree,agree,agree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,agree,"statement: 'like order.'. 
strongly agree",strongly disagree,agree,strongly agree,disagree,strongly disagree,strongly disagree,strongly agree,disagree,disagree,strongly agree,strongly disagree,strongly agree,agree,disagree,strongly agree,strongly disagree,strongly agree
"open to experience, conscientious, introverted, antagonistic and slightly emotionally stable",disagree,agree,agree,disagree,strongly agree,agree,disagree,strongly disagree,disagree,disagree,disagree,agree,strongly agree,agree,strongly agree,agree,disagree,strongly disagree,agree,disagree,disagree,strongly agree,agree,disagree,agree,disagree,strongly disagree,strongly disagree,disagree,strongly disagree,disagree,agree,agree,disagree,agree,agree,disagree,strongly disagree,disagree,strongly agree,strongly disagree,disagree,strongly agree,agree,strongly agree,strongly agree,disagree,strongly agree,disagree,strongly agree
"highly open to experience, unconscientious, extroverted, agreeable and neurotic",strongly agree,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,"statement: 'am interested in people.'. 
strongly agree",strongly agree,disagree,strongly disagree,strongly agree,disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,disagree,disagree,strongly agree,agree,strongly disagree,strongly agree,strongly agree,"statement: 'get upset easily.'. 
strongly agree",strongly disagree,strongly agree,strongly disagree,statement: 'like order.'. disagree,strongly agree,agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,disagree,strongly agree,disagree,strongly agree,strongly agree
"slightly open to experience, unconscientious, extroverted, agreeable and neurotic",strongly agree,strongly disagree,disagree,strongly agree,agree,disagree,strongly agree,strongly agree,disagree,disagree,strongly agree,strongly disagree,disagree,strongly agree,agree,disagree,strongly agree,strongly agree,strongly disagree,disagree,strongly agree,disagree,disagree,strongly agree,agree,strongly disagree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly disagree,disagree,strongly agree,agree,disagree,agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,disagree,agree,neither agree nor disagree,disagree,agree,disagree,agree,agree
"open to experience, highly unconscientious, extroverted, agreeable and neurotic",strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,"statement: 'don't talk a lot.'. 
strongly disagree",strongly agree,strongly agree,disagree,disagree,strongly agree,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,"statement: 'have a soft heart.'. 
strongly agree",strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,strongly agree,agree,strongly disagree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,disagree,strongly agree,disagree,disagree,strongly agree,disagree,strongly agree,"statement: 'am full of ideas.'. 
strongly agree"
"open to experience, slightly unconscientious, extroverted, agreeable and neurotic",strongly agree,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,agree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,strongly agree,strongly agree,disagree,strongly agree,agree,disagree,disagree,strongly agree,strongly disagree,disagree,strongly agree,agree,disagree,strongly agree,agree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,strongly agree,agree,disagree,agree,agree,strongly agree,agree,strongly agree,strongly agree,disagree,strongly agree,agree,disagree,strongly agree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, highly extroverted, agreeable and neurotic",strongly agree,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,strongly disagree,strongly agree,disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,strongly agree,agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,strongly agree,agree,strongly disagree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,"statement: 'don't mind being the center of attention.'.
strongly agree",strongly agree,disagree,strongly agree,disagree,disagree,strongly agree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, slightly extroverted, agreeable and neurotic",neither agree nor disagree,strongly disagree,disagree,strongly agree,agree,disagree,agree,strongly agree,disagree,strongly disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,strongly agree,strongly disagree,strongly disagree,agree,strongly disagree,strongly disagree,strongly agree,agree,disagree,strongly agree,agree,strongly agree,strongly disagree,agree,disagree,disagree,"statement: 'change my mood a lot.'.  
strongly agree",agree,disagree,agree,strongly agree,strongly agree,agree,agree,strongly agree,disagree,"statement: 'get irritated easily.'. 
agree",agree,disagree,agree,disagree,agree,strongly agree
"open to experience, unconscientious, extroverted, highly agreeable and neurotic",strongly agree,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,disagree,strongly agree,agree,disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,agree,disagree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly disagree,strongly agree,agree,strongly disagree,strongly agree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, extroverted, slightly agreeable and neurotic",agree,disagree,disagree,strongly agree,strongly agree,strongly disagree,agree,agree,disagree,strongly disagree,agree,disagree,disagree,strongly agree,strongly agree,disagree,agree,strongly agree,disagree,strongly disagree,strongly agree,disagree,disagree,agree,agree,strongly disagree,agree,strongly agree,strongly agree,strongly disagree,strongly agree,disagree,disagree,strongly agree,agree,disagree,agree,agree,strongly agree,agree,strongly agree,agree,disagree,agree,agree,disagree,agree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, extroverted, agreeable and highly neurotic",strongly agree,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,disagree,agree,disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,disagree,disagree,strongly agree,agree,strongly disagree,agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,disagree,strongly agree,agree,disagree,agree,disagree,"statement: 'often feel blue.'. 
strongly agree",strongly agree
"open to experience, unconscientious, extroverted, agreeable and slightly neurotic",strongly agree,strongly disagree,disagree,agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,disagree,"statement: 'feel comfortable around people.'. 
strongly agree",strongly disagree,disagree,agree,strongly agree,strongly disagree,strongly agree,strongly agree,agree,disagree,strongly agree,disagree,disagree,agree,strongly agree,strongly disagree,strongly agree,agree,agree,strongly disagree,strongly agree,disagree,disagree,agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,agree,strongly agree,strongly agree,disagree,agree,neither agree nor disagree,strongly disagree,strongly agree,disagree,neither agree nor disagree,strongly agree
"highly open to experience, unconscientious, extroverted, agreeable and emotionally stable",strongly agree,strongly disagree,disagree,strongly disagree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,disagree,disagree,disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,disagree,strongly agree,disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,disagree,disagree,agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,neither agree nor disagree,strongly disagree,strongly agree,disagree,disagree,strongly agree
"slightly open to experience, unconscientious, extroverted, agreeable and emotionally stable",strongly agree,strongly disagree,disagree,strongly disagree,agree,strongly disagree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,disagree,disagree,disagree,agree,disagree,strongly agree,agree,strongly agree,disagree,strongly agree,strongly disagree,disagree,disagree,agree,disagree,strongly agree,strongly agree,strongly disagree,disagree,strongly agree,disagree,disagree,disagree,agree,strongly disagree,agree,agree,disagree,disagree,strongly agree,strongly agree,disagree,disagree,neither agree nor disagree,disagree,strongly agree,disagree,disagree,agree
"open to experience, highly unconscientious, extroverted, agreeable and emotionally stable",strongly agree,"statement: 'feel little concern for others.'. 
strongly disagree",strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,strongly disagree,strongly agree,strongly agree,strongly disagree,agree,strongly agree,strongly agree,strongly disagree,strongly disagree,disagree,disagree,strongly agree,strongly disagree,strongly disagree,strongly agree
"open to experience, slightly unconscientious, extroverted, agreeable and emotionally stable",strongly agree,strongly disagree,disagree,strongly disagree,strongly agree,disagree,strongly agree,agree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,disagree,strongly agree,disagree,strongly agree,disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,disagree,agree,strongly disagree,strongly agree,agree,strongly disagree,strongly disagree,strongly agree,disagree,disagree,disagree,agree,strongly disagree,agree,agree,strongly disagree,agree,strongly agree,strongly agree,disagree,disagree,agree,disagree,strongly agree,disagree,strongly disagree,strongly agree
"open to experience, unconscientious, highly extroverted, agreeable and emotionally stable",strongly agree,strongly disagree,disagree,strongly disagree,strongly agree,strongly disagree,statement: 'am interested in people.'. strongly agree,strongly agree,strongly agree,disagree,strongly agree,disagree,disagree,disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,disagree,disagree,strongly disagree,strongly agree,disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,disagree,disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,agree,strongly agree,strongly agree,disagree,strongly disagree,neither agree nor disagree,strongly disagree,strongly agree,disagree,strongly disagree,strongly agree
"open to experience, unconscientious, slightly extroverted, agreeable and emotionally stable",disagree,strongly disagree,disagree,disagree,strongly agree,disagree,agree,strongly agree,strongly agree,strongly disagree,agree,strongly disagree,disagree,disagree,strongly agree,disagree,strongly agree,agree,strongly agree,strongly disagree,agree,disagree,disagree,strongly disagree,agree,disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,agree,strongly disagree,disagree,disagree,agree,disagree,agree,strongly agree,strongly disagree,agree,agree,strongly agree,disagree,disagree,agree,disagree,agree,disagree,disagree,strongly agree
"open to experience, unconscientious, extroverted, highly agreeable and emotionally stable",strongly agree,strongly disagree,disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,disagree,disagree,strongly agree,strongly disagree,strongly agree,strongly agree,"statement: 'have frequent mood swings.'  
strongly disagree",agree,"statement: 'don't mind being the center of attention.'. 
strongly agree",strongly agree,strongly disagree,strongly disagree,neither agree nor disagree,strongly disagree,strongly agree,disagree,strongly disagree,strongly agree
"open to experience, unconscientious, extroverted, slightly agreeable and emotionally stable",strongly agree,disagree,disagree,disagree,strongly agree,disagree,agree,agree,agree,strongly disagree,"statement: 'feel comfortable around people.'. 
strongly agree",disagree,disagree,disagree,strongly agree,disagree,agree,agree,strongly agree,strongly disagree,strongly agree,disagree,disagree,disagree,agree,strongly disagree,agree,agree,disagree,strongly disagree,strongly agree,disagree,disagree,disagree,strongly agree,strongly disagree,agree,agree,disagree,agree,strongly agree,agree,disagree,disagree,neither agree nor disagree,disagree,agree,disagree,disagree,strongly agree
"open to experience, unconscientious, extroverted, agreeable and highly emotionally stable",strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,disagree,disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,agree,strongly agree,strongly agree,disagree,strongly disagree,disagree,disagree,strongly agree,disagree,strongly disagree,strongly agree
"open to experience, unconscientious, extroverted, agreeable and slightly emotionally stable",strongly agree,disagree,disagree,disagree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,disagree,strongly agree,disagree,strongly agree,strongly agree,agree,strongly disagree,strongly agree,disagree,disagree,disagree,agree,disagree,agree,strongly agree,disagree,strongly disagree,strongly agree,strongly disagree,disagree,agree,agree,strongly disagree,agree,agree,disagree,agree,strongly agree,agree,disagree,disagree,neither agree nor disagree,strongly disagree,strongly agree,disagree,disagree,strongly agree
"highly open to experience, unconscientious, extroverted, antagonistic and neurotic",strongly agree,strongly agree,disagree,"statement: 'get stressed out easily.'. 
strongly agree",strongly agree,"statement: 'don't talk a lot.'.  
strongly disagree",agree,strongly agree,disagree,disagree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly disagree,disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,agree,disagree,strongly agree,"statement: 'have excellent ideas.'. 
strongly agree",strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,disagree,disagree,strongly agree,agree,strongly disagree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly disagree,strongly agree,disagree,disagree,disagree,disagree,strongly agree,strongly agree
"slightly open to experience, unconscientious, extroverted, antagonistic and neurotic",strongly agree,strongly agree,disagree,strongly agree,agree,strongly disagree,agree,strongly agree,disagree,disagree,strongly agree,strongly agree,disagree,strongly agree,agree,strongly disagree,disagree,strongly agree,strongly disagree,disagree,strongly agree,strongly agree,disagree,strongly agree,agree,strongly disagree,strongly disagree,strongly agree,strongly agree,disagree,strongly agree,disagree,strongly disagree,strongly agree,agree,strongly disagree,disagree,strongly agree,strongly agree,neither agree nor disagree,strongly agree,disagree,"statement: 'follow a schedule.'. 
strongly disagree",strongly agree,disagree,disagree,disagree,disagree,strongly agree,strongly agree
"open to experience, highly unconscientious, extroverted, antagonistic and neurotic","statement: 'am the life of the party.'. 
strongly agree",strongly agree,strongly disagree,"statement: 'get stressed out easily.'. 
strongly agree",strongly agree,strongly disagree,agree,strongly agree,strongly disagree,disagree,strongly agree,statement: 'insult people.'. strongly agree,strongly disagree,"statement: 'worry about things.'. 
strongly agree",strongly agree,strongly disagree,disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,disagree,strongly disagree,"statement: 'change my mood a lot.'. 
strongly agree",disagree,strongly disagree,disagree,strongly agree,strongly agree,agree,strongly agree,disagree,strongly disagree,strongly agree,disagree,strongly disagree,disagree,strongly disagree,strongly agree,"statement: 'am full of ideas.'. 
strongly agree"
"open to experience, slightly unconscientious, extroverted, antagonistic and neurotic",strongly agree,strongly agree,disagree,strongly agree,agree,strongly disagree,agree,agree,disagree,strongly disagree,strongly agree,strongly agree,disagree,"statement: 'worry about things.'. 
strongly agree","statement: 'have a vivid imagination.'. 
strongly agree",strongly disagree,disagree,agree,strongly disagree,strongly disagree,strongly agree,agree,disagree,strongly agree,strongly agree,strongly disagree,disagree,agree,strongly agree,strongly disagree,strongly agree,disagree,disagree,strongly agree,agree,strongly disagree,disagree,agree,strongly agree,agree,strongly agree,agree,disagree,strongly agree,agree,strongly disagree,disagree,disagree,strongly agree,strongly agree
"open to experience, unconscientious, highly extroverted, antagonistic and neurotic",strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,strongly disagree,strongly agree,strongly agree,"statement: 'pay attention to details.'. 
disagree",strongly agree,strongly agree,strongly disagree,disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,agree,disagree,strongly agree,strongly agree,disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,disagree,strongly disagree,strongly agree,agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,agree,disagree,strongly agree,disagree,disagree,strongly disagree,disagree,strongly agree,strongly agree
