persona,persona_dimension_list,Extraversion_score,Agreeableness_score,Conscientiousness_score,Neuroticism_score,Openness_score
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",38,50,39,30,39
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",40,50,35,31,34
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",41,45,34,29,29
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",40,49,34,34,44
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",43,50,34,33,37
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",40,50,31,29,39
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",28,36,45,32,40
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",34,41,46,34,33
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",32,36,46,32,36
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",27,38,46,32,39
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",30,41,38,33,35
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",33,36,35,32,32
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",32,30,43,33,42
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",36,38,33,35,36
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",36,36,27,29,36
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",28,32,48,32,40
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",31,38,47,35,34
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",32,38,43,30,29
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",28,40,44,32,36
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",33,41,35,32,35
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",35,39,36,32,35
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",36,36,37,31,40
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",37,40,34,36,34
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",36,40,33,30,38
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",31,33,46,34,37
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",32,34,44,31,35
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",31,36,40,30,33
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",31,37,41,30,38
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",33,40,36,30,36
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",35,38,36,30,35
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",34,29,37,31,41
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",34,36,32,31,36
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",37,33,29,30,36
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",30,36,46,35,37
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",29,38,45,34,36
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",34,34,41,31,32
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",29,39,44,32,34
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",31,40,40,32,35
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",34,40,37,29,33
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",32,36,40,32,41
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",30,38,34,33,36
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",36,37,28,32,32
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",25,36,43,33,38
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",27,40,44,34,35
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",31,38,39,32,38
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",28,39,38,35,37
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",32,40,37,33,35
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",35,40,36,32,35
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",30,40,38,34,43
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",34,40,32,33,38
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",37,40,31,34,38
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",28,28,45,28,39
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",30,36,46,32,36
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",29,30,40,29,37
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",28,39,43,34,31
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",30,39,34,32,39
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",33,39,31,32,35
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",32,32,40,31,41
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",38,40,34,32,37
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",33,37,27,30,40
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",28,26,47,31,38
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",29,32,38,33,36
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",31,28,38,31,37
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",30,34,43,28,38
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",33,38,36,34,32
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",31,34,36,32,33
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",34,27,35,34,40
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",37,30,29,32,37
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",39,30,28,32,34
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",26,34,46,30,36
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",30,34,44,30,35
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",29,33,42,30,36
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",26,32,43,30,41
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",31,35,33,34,37
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",35,39,32,32,36
